move,name_en,name_ja,name_ja_hrkt,name_ja_roma,name_fr,name_de,name_es,name_es_419,name_it,name_ko,name_ko_latn,name_zh_hant,name_zh_hans,name_zh_latn
max-quake,Max Quake,ダイアース,ダイアース,Dai Āsu,Sismomax,Dyna-Erdstoß,Maxitemblor,Maxitemblor,Dynasisma,다이어스,Dai Earth,極巨大地,极巨大地,Jíjù Dàdì / Gihkgeuih Daaihdeih
max-darkness,Max Darkness,ダイアーク,ダイアーク,Dai Dāku,Sinistromax,Dyna-Dunkel,Maxisombra,Maxisombra,Dynatenebre,다이아크,Dai Ark,極巨惡霸,极巨恶霸,Jíjù Èbà / Gihkgeuih Okba
max-overgrowth,Max Overgrowth,ダイソウゲン,ダイソウゲン,Dai Sōgen,Phytomax,Dyna-Flora,Maxiflora,Maxiflora,Dynaflora,다이그래스,Dai Grass,極巨草原,极巨草原,Jíjù Cǎoyuán / Gihkgeuih Chóuyùhn
max-steelspike,Max Steelspike,ダイスチル,ダイスチル,Dai Suchiru,Métallomax,Dyna-Stahlzacken,Maximetal,Maximetal,Dynametallo,다이스틸,Dai Steel,極巨鋼鐵,极巨钢铁,Jíjù Gāngtiě / Gihkgeuih Gongtit
clangorous-soul,Clangorous Soul,ソウルビート,ソウルビート,Sōru Bīto,Dracacophonie,Seelentanz,Estruendo Escama,Estruendo Escama,Dracofonia,소울비트,Soul Beat,魂舞烈音爆,魂舞烈音爆,Húnwǔ Lièyīnbào / Wàhnmóuh Lihtyāmpaau
body-press,Body Press,ボディプレス,ボディプレス,Bodi Puresu,Big Splash,Body Press,Plancha Corporal,Plancha Corporal,Schiacciacorpo,바디프레스,Body Press,撲擊,扑击,Pūjí / Pūjī / Pūkgīk
decorate,Decorate,デコレーション,デコレーション,Dekorēshon,Nappage,Verzierung,Decoración,Decoración,Decorazione,데코레이션,Decoration,裝飾,装饰,Zhuāngshì / Jōngsīk
drum-beating,Drum Beating,ドラムアタック,ドラムアタック,Doramu Atakku,Tambour Battant,Trommelschläge,Batería Asalto,Batería Asalto,Tamburattacco,드럼어택,Drum Attack,鼓擊,鼓击,Gǔjí / Gǔjī / Gúgīk
snap-trap,Snap Trap,トラバサミ,トラバサミ,Torabasami,Troquenard,Fangeisen,Cepo,Trampa Presión,Tagliola,집게덫,Jipgedeot,捕獸夾,捕兽夹,Bǔshòu Jiā / Bouhsau Gaap
pyro-ball,Pyro Ball,かえんボール,かえんボール,Kaen Bōru,Ballon Brûlant,Feuerball,Balón Ígneo,Balón Ígneo,Palla Infuocata,화염볼,Hwayam Ball,火焰球,火焰球,Huǒyàn Qiú / Fóyihm Kàuh
behemoth-blade,Behemoth Blade,きょじゅうざん,きょじゅうざん,Kyojūzan,Gladius Maximus,Gigantenhieb,Tajo Supremo,Corte Supremo,Taglio Maestoso,거수참,Gasa Cham,巨獸斬,巨兽斩,Jùshòu Zhǎn / Geuihsau Jáam
behemoth-bash,Behemoth Bash,きょじゅうだん,きょじゅうだん,Kyojūdan,Aegis Maxima,Gigantenstoß,Embate Supremo,Golpe Supremo,Colpo Maestoso,거수탄,Gasa Teon,巨獸彈,巨兽弹,Jùshòu Dàn / Geuihsau Daahn
aura-wheel,Aura Wheel,オーラぐるま,オーラぐるま,Ōra Guruma,Roue Libre,Aura-Rad,Rueda Aural,Rueda Aural,Ruota d’Aura,오라휠,Aura Wheel,氣場輪,气场轮,Qìchǎng Lún / Heichèuhng Lèuhn
breaking-swipe,Breaking Swipe,ワイドブレイカー,ワイドブレイカー,Waido Bureikā,Abattage,Breitseite,Vasto Impacto,Vasto Impacto,Vastoimpatto,와이드브레이커,Wide Breaker,廣域破壞,广域破坏,Guǎngyù Pòhuài / Gwóngwihk Powaaih
branch-poke,Branch Poke,えだづき,えだづき,Edazuki,Tapotige,Zweigstoß,Punzada Rama,Ramazo Punzante,Ramostoccata,가지찌르기,Gaji Jjireugi,木枝突刺,木枝突刺,Mùzhī Túcì / Mùzhī Tūcì / Muhkjī Dahtchi
overdrive,Overdrive,オーバードライブ,オーバードライブ,Ōbādoraibu,Overdrive,Overdrive,Amplificador,Amplificador,Overdrive,오버드라이브,Overdrive,破音,破音,Pòyīn / Poyām
apple-acid,Apple Acid,りんごさん,りんごさん,Ringo San,Acide Malique,Apfelsäure,Ácido Málico,Ácido Málico,Acido Malico,사과산,Sagwa San,蘋果酸,苹果酸,Píngguǒsuān / Pìhnggwósyūn
grav-apple,Grav Apple,Ｇのちから,Ｇのちから,G no Chikara,Force G,Gravitation,Fuerza G,Fuerza G,Forza G,G의힘,G Uihim,萬有引力,万有引力,Wànyǒu Yǐnlì / Maahnyáuh Yáhnlihk
spirit-break,Spirit Break,ソウルクラッシュ,ソウルクラッシュ,Sōru Kurasshu,Choc Émotionnel,Seelenbruch,Choque Anímico,Choque Anímico,Frantumanima,소울크래시,Soul Crash,靈魂衝擊,灵魂冲击,Línghún Chōngjí / Lìhngwàhn Chūnggīk
strange-steam,Strange Steam,ワンダースチーム,ワンダースチーム,Wandā Suchīmu,Vapeur Féérique,Wunderdampf,Cautivapor,Cautivapor,Vapore Incantato,원더스팀,Hweondeo Steam,神奇蒸汽,神奇蒸汽,Shénqí Zhēngqì / Sàhnkèih Jīnghei
life-dew,Life Dew,いのちのしずく,いのちのしずく,Inochi no Shizuku,Fontaine de Vie,Lebenstropfen,Gota Vital,Gota Vital,Goccia Vitale,생명의물방울,Saengmyeonguimulbang-ul,生命水滴,生命水滴,Shēngmìng Shuǐdī / Sāngmihng Séuidihk
obstruct,Obstruct,ブロッキング,ブロッキング,Burokkingu,Blocage,Abblocker,Obstrucción,Obstrucción,Sbarramento,블로킹,Blocking,攔堵,拦堵,Lándǔ / Làahndóu
false-surrender,False Surrender,どげざつき,どげざつき,Dogeza Tsuki,Fourbette,Kniefalltrick,Irreverencia,Irreverencia,Supplicolpo,사죄의찌르기,Sajoeuijjireugi,假跪真撞,假跪真撞,Jiǎ Guì Zhēn Zhuàng / Gá Gwaih Jān Johng
meteor-assault,Meteor Assault,スターアサルト,スターアサルト,Sutā Asaruto,Joute Astrale,Sternensturm,Asalto Estelar,Asalto Estelar,Sfolgorassalto,스타어설트,Star Assault,流星突擊,流星突击,Liúxīng Tújí / Liúxīng Tújī / Làuhsīng Dahtgīk
eternabeam,Eternabeam,ムゲンダイビーム,ムゲンダイビーム,Mugendai Bīmu,Laser Infinimax,Unendynastrahlen,Rayo Infinito,Rayo Infinito,Raggio Infinito,무한다이빔,Muhandaibeam,無極光束,无极光束,Wújí Guāngshù / Mòuhgihk Gwōngchūk
steel-beam,Steel Beam,てっていこうせん,てっていこうせん,Tettei Kōsen,Métalaser,Stahlstrahl,Metaláser,Metaláser,Raggio d’Acciaio,철제광선,Cheolje Gwangseon,鐵蹄光線,铁蹄光线,Tiětí Guāngxiàn / Tittàih Gwōngsin
expanding-force,Expanding Force,ワイドフォース,ワイドフォース,Waido Fōsu,Vaste Pouvoir,Flächenmacht,Vasta Fuerza,Vasta Fuerza,Vastenergia,와이드포스,Wide Force,廣域戰力,广域战力,Guǎngyù Zhànlì / Gwóngwihk Jinlihk
steel-roller,Steel Roller,アイアンローラー,アイアンローラー,Aian Rōrā,Métalliroue,Eisenwalze,Allanador Férreo,Ferroaplanadora,Ferrorullo,아이언롤러,Iron Roller,鐵滾輪,铁滚轮,Tiěgǔnlún / Titgwánlèuhn
scale-shot,Scale Shot,スケイルショット,スケイルショット,Sukeiru Shotto,Rafale Écailles,Schuppenschuss,Ráfaga Escamas,Disparo Escamas,Squamacolpo,스케일샷,Scale Shot,鱗射,鳞射,Línshè / Lèuhnseh
meteor-beam,Meteor Beam,メテオビーム,メテオビーム,Meteo Bīmu,Laser Météore,Meteorstrahl,Rayo Meteórico,Rayo Meteórico,Raggiometeora,메테오빔,Meteor Beam,流星光束,流星光束,Liúxīng Guāngshù / Làuhsīng Gwōngchūk
shell-side-arm,Shell Side Arm,シェルアームズ,シェルアームズ,Sheru Āmuzu,Kokiyarme,Muschelwaffe,Moluscañón,Moluscañón,Armaguscio,셸암즈,Shell Arms,臂貝武器,臂贝武器,Bìbèi Wǔqì / Beibui Móuhhei
misty-explosion,Misty Explosion,ミストバースト,ミストバースト,Misuto Bāsuto,Explo-Brume,Nebelexplosion,Bruma Explosiva,Bruma Explosiva,Nebbioscoppio,미스트버스트,Mist Burst,薄霧炸裂,薄雾炸裂,Bówù Zhàliè / Bohkmouh Jaliht
grassy-glide,Grassy Glide,グラススライダー,グラススライダー,Gurasu Suraidā,Gliss’Herbe,Grasrutsche,Fitoimpulso,Fitoimpulso,Erboscivolata,그래스슬라이더,Grass Slider,青草滑梯,青草滑梯,Qīngcǎo Huátī / Chīngchóu Waahttāi
rising-voltage,Rising Voltage,ライジングボルト,ライジングボルト,Raijingu Boruto,Monte-Tension,Hochspannung,Alto Voltaje,Alto Voltaje,Elettroimpennata,라이징볼트,Rising Volt,電力上升,电力上升,Diànlì Shàngshēng / Dihnlihk Seuhngsīng
terrain-pulse,Terrain Pulse,だいちのはどう,だいちのはどう,Daichi no Hadō,Champlification,Feldimpuls,Pulso de Campo,Pulso de Campo,Campopulsar,대지의파동,Daeji-ui Padong,大地波動,大地波动,Dàdì Bōdòng / Daaihdeih Bōduhng
skitter-smack,Skitter Smack,はいよるいちげき,はいよるいちげき,Haiyoru Ichigeki,Ravage Rampant,Krabbelkracher,Golpe Rastrero,Golpe Rastrero,Strisciacolpo,엄습하는일격,Eomseuphaneun Ilgyeok,爬擊,爬击,Pájí / Pájī / Pàhgīk
burning-jealousy,Burning Jealousy,しっとのほのお,しっとのほのお,Shitto no Honō,Feu Envieux,Neidflammen,Envidia Ardiente,Envidia Ardiente,Fiamminvidia,질투의불꽃,Jiltu-ui Bulkkot,妒火,妒火,Dùhuǒ / Doufó
lash-out,Lash Out,うっぷんばらし,うっぷんばらし,Uppun Barashi,Cent Rancunes,Frustventil,Desahogo,Desahogo,Sfogarabbia,분풀이,Bunpuri,洩憤,泄愤,Xièfèn / Sitfáhn
poltergeist,Poltergeist,ポルターガイスト,ポルターガイスト,Porutāgaisuto,Esprit Frappeur,Poltergeist,Poltergeist,Poltergeist,Poltergeist,폴터가이스트,Poltergeist,靈騷,灵骚,Língsāo / Lìhngsōu
corrosive-gas,Corrosive Gas,ふしょくガス,ふしょくガス,Fushoku Gasu,Gaz Corrosif,Korrosionsgas,Gas Corrosivo,Gas Corrosivo,Gas Corrosivo,부식가스,Busik Gas,腐蝕氣體,腐蚀气体,Fǔshí Qìtǐ / Fuhsihk Heitái
coaching,Coaching,コーチング,コーチング,Kōchingu,Coaching,Coaching,Motivación,Motivación,Coaching,코칭,Coaching,指導,指导,Zhǐdǎo / Jídouh
flip-turn,Flip Turn,クイックターン,クイックターン,Kuikku Tān,Eau Revoir,Rollwende,Viraje,Viraje,Virata,퀵턴,Quick Turn,快速折返,快速折返,Kuàisù Zhéfǎn / Faaichūk Jitfáan
triple-axel,Triple Axel,トリプルアクセル,トリプルアクセル,Toripuru Akuseru,Triple Axel,Dreifach-Axel,Triple Axel,Triple Axel,Triplo Axel,트리플악셀,Triple Axel,三旋擊,三旋击,Sānxuànjí / Sānxuànjī / Sāamsyùhngīk
dual-wingbeat,Dual Wingbeat,ダブルウイング,ダブルウイング,Daburu Uingu,Double Volée,Doppelflügel,Ala Bis,Aletazo Doble,Doppia Ala,더블윙,Double Wing,雙翼,双翼,Shuāngyì / Sēungyihk
scorching-sands,Scorching Sands,ねっさのだいち,ねっさのだいち,Nessa no Daichi,Sable Ardent,Brandsand,Arenas Ardientes,Arenas Ardientes,Sabbiardente,열사의대지,Yeolsa-ui Daeji,熱沙大地,热沙大地,Rèshā Dàdì / Yihtsā Daaihdeih
jungle-healing,Jungle Healing,ジャングルヒール,ジャングルヒール,Janguru Hīru,Selve Salvatrice,Dschungelheilung,Cura Selvática,Selva Sanadora,Giunglacura,정글힐,Jungle Heal,叢林治療,丛林治疗,Cónglín Zhìliáo / Chùhnglàhm Jihlìuh
wicked-blow,Wicked Blow,あんこくきょうだ,あんこくきょうだ,Ankoku Kyōda,Poing Obscur,Finstertreffer,Golpe Oscuro,Golpe Oscuro,Pugnotenebra,암흑강타,Amheuk Gangta,暗冥強擊,暗冥强击,Ànmíng Qiángjī / Ànmíng Qiángjí / Ammìhng Kèuhnggīk
surging-strikes,Surging Strikes,すいりゅうれんだ,すいりゅうれんだ,Suiryū Renda,Torrent de Coups,Trefferschwall,Azote Torrencial,Golpe Torrencial,Idroraffica,수류연타,Suryu Yeonta,水流連打,水流连打,Shuǐliú Liándǎ / Séuilàuh Lìhndá
thunder-cage,Thunder Cage,サンダープリズン,サンダープリズン,Sandā Purizun,Voltageôle,Blitzgefängnis,Electrojaula,Electrojaula,Elettrogabbia,썬더프리즌,Thunder Prison,雷電囚籠,雷电囚笼,Léidiàn Qiúlóng / Lèuihdihn Chàuhlùhng
dragon-energy,Dragon Energy,ドラゴンエナジー,ドラゴンエナジー,Doragon Enajī,Draco-Énergie,Drachenkräfte,Dracoenergía,Dracoenergía,Dragoenergia,드래곤에너지,Dragon Energy,巨龍威能,巨龙威能,Jùlóng Wēinéng / Geuihlùhng Wāinàhng
freezing-glare,Freezing Glare,いてつくしせん,いてつくしせん,Itetsuku Shisen,Regard Glaçant,Eisiger Blick,Mirada Heladora,Mirada Glacial,Sguardo Gelido,얼어붙는시선,Eoreobunneun Siseon,冰冷視線,冰冷视线,Bīnglěng Shìxiàn / Bīngláahng Sihsin
fiery-wrath,Fiery Wrath,もえあがるいかり,もえあがるいかり,Moeagaru Ikari,Fureur Ardente,Brennender Zorn,Furia Candente,Furia Candente,Furia Ardente,타오르는분노,Taoreuneun Bunno,怒火中燒,怒火中烧,Nùhuǒzhōngshāo / Nouhfójūngsīu
thunderous-kick,Thunderous Kick,らいめいげり,らいめいげり,Raimei Geri,Coup Fulgurant,Donnernder Tritt,Patada Relámpago,Patada Relámpago,Calcio Tonante,천둥차기,Cheondung Chagi,雷鳴蹴擊,雷鸣蹴击,Léimíng Cùjí / Léimíng Cùjī / Lèuihmìhng Jūkgīk
glacial-lance,Glacial Lance,ブリザードランス,ブリザードランス,Burizādo Ransu,Lance de Glace,Blizzardlanze,Lanza Glacial,Lanza Glacial,Lancia Glaciale,블리자드랜스,Blizzard Lance,雪矛,雪矛,Xuěmáo / Syutmàauh
astral-barrage,Astral Barrage,アストラルビット,アストラルビット,Asutoraru Bitto,Éclat Spectral,Astralfragmente,Orbes Espectro,Orbes Espectro,Schegge Astrali,아스트랄비트,Astral Bit,星碎,星碎,Xīngsuì / Sīngseui
eerie-spell,Eerie Spell,ぶきみなじゅもん,ぶきみなじゅもん,Bukimi na Jūmon,Sort Sinistre,Schauderspruch,Conjuro Funesto,Conjuro Funesto,Inquietantesimo,섬뜩한주문,Seomtteukhan Jumun,詭異咒語,诡异咒语,Guǐyì Zhòuyǔ / Gwáiyih Jauyúh
dire-claw,Dire Claw,フェイタルクロー,フェイタルクロー,Feitaru Kurō,Griffes Funestes,Unheilsklauen,Garra Nociva,Garra Nociva,Artigli Fatali,페이탈클로,Fatal Claw,剋命爪,克命爪,Kèmìng Zhuǎ / Hākmihng Jáau
psyshield-bash,Psyshield Bash,バリアーラッシュ,バリアーラッシュ,Bariā Rasshu,Sprint Bouclier,Barrierenstoß,Asalto Barrera,Asalto Barrera,Barrierassalto,배리어러시,Barrier Rush,屏障猛攻,屏障猛攻,Píngzhàng Měnggōng / Pìhngjeung Máahnggūng
power-shift,Power Shift,パワーシフト,パワーシフト,Pawā Shifuto,Échange Force,Kraftwechsel,Cambiapoder,Cambiapoder,Scambioforza,파워시프트,Power Shift,力量轉換,力量转换,Lìliàng Zhuǎnhuàn / Lihkleuhng Jyúnwuhn
stone-axe,Stone Axe,がんせきアックス,がんせきアックス,Ganseki Akkusu,Hache de Pierre,Felsaxt,Hachazo Pétreo,Hachazo Pétreo,Rocciascure,암석액스,Amseok Axe,岩斧,岩斧,Yánfǔ / Ngàahmfú
springtide-storm,Springtide Storm,はるのあらし,はるのあらし,Haru no Arashi,Typhon Passionné,Frühlingsorkan,Ciclón Primavera,Ciclón Primavera,Tempesta Zefirea,봄의폭풍,Bom-ui Pokpung,陽春風暴,阳春风暴,Yángchūn Fēngbào / Yèuhngchēun Fūngbouh
mystical-power,Mystical Power,しんぴのちから,しんぴのちから,Shinpi no Chikara,Force Mystique,Mythenkraft,Poder Místico,Poder Místico,Forza Mistica,신비의힘,Shinbi-ui Him,神秘之力,神秘之力,Shénmì-zhī Lì / Sàhnbei-jī Lihk
raging-fury,Raging Fury,だいふんげき,だいふんげき,Daifungeki,Grand Courroux,Flammenwut,Erupción de Ira,Erupción de Ira,Ira Furente,대격분,Daegyeokbun,大憤慨,大愤慨,Dàfènkǎi / Daaihfáhnkói
wave-crash,Wave Crash,ウェーブタックル,ウェーブタックル,Uēbu Takkuru,Aquatacle,Wellentackle,Envite Acuático,Acuatacleada,Ondaschianto,웨이브태클,Wave Tackle,波動衝,波动冲,Bōdòng Chōng / Bōduhng Chūng
chloroblast,Chloroblast,クロロブラスト,クロロブラスト,Kuroroburasuto,Herblast,Chlorostrahl,Clorofiláser,Clorofiláser,Clorofillaser,클로로블라스트,Chloroblast,葉綠爆震,叶绿爆震,Yèlǜ Bàozhèn / Yihpluhk Baaujan
mountain-gale,Mountain Gale,ひょうざんおろし,ひょうざんおろし,Hyōzan Oroshi,Bise Glaciaire,Frostfallwind,Viento Carámbano,Viento Carámbano,Soffio d’Iceberg,빙산바람,Bingsan Baram,冰山風,冰山风,Bīngshān Fēng / Bīngsāan Fūng
victory-dance,Victory Dance,しょうりのまい,しょうりのまい,Shōri no Mai,Danse Victoire,Siegestanz,Danza Triunfal,Danza Triunfal,Danzavittoria,승리의춤,Seungni-ui Chum,勝利之舞,胜利之舞,Shènglì-zhī Wǔ / Singleih-jī Móuh
headlong-rush,Headlong Rush,ぶちかまし,ぶちかまし,Buchikamashi,Assaut Frontal,Schmetterramme,Arremetida,Asalto Frontal,Scontro Frontale,들이받기,Deuribatgi,突飛猛撲,突飞猛扑,Tūfēi Měngpū / Dahtfēi Máahngpok
barb-barrage,Barb Barrage,どくばりセンボン,どくばりセンボン,Dokubari Senbon,Multitoxik,Giftstachelregen,Mil Púas Tóxicas,Mil Púas Tóxicas,Mille Fielespine,독침천발,Dokchim Cheonbal,毒千針,毒千针,Dúqiānzhēn / Duhkchīnjām
esper-wing,Esper Wing,オーラウイング,オーラウイング,Ōra Uingu,Ailes Psycho,Auraschwingen,Ala Aural,Ala Aural,Ali d’Aura,오라윙,Aura Wing,氣場之翼,气场之翼,Qìchǎng-zhī Yì / Heichèuhng-jī Yihk
bitter-malice,Bitter Malice,うらみつらみ,うらみつらみ,Urami Tsurami,Cœur de Rancœur,Niedertracht,Rencor Reprimido,Rencor Reprimido,Livore,천추지한,Cheonchujihan,冤冤相報,冤冤相报,Yuānyuānxiāngbào / Yūnyūnsēungbou
shelter,Shelter,たてこもる,たてこもる,Tatekomoru,Mur Fumigène,Refugium,Retracción,Retracción,Barricata,농성,Nongseong,閉關,闭关,Bìguān / Baigwāan
triple-arrows,Triple Arrows,３ぼんのや,３ぼんのや,Sanbon no Ya,Triple Flèche,Drillingspfeile,Triple Flecha,Triple Flecha,Triplodardo,3연화살,San-Yeon Hwasal,三連箭,三连箭,Sānliánjiàn / Sāamlìhnjin
infernal-parade,Infernal Parade,ひゃっきやこう,ひゃっきやこう,Hyakki Yakō,Cortège Funèbre,Phantomparade,Marcha Espectral,Marcha Espectral,Corteo Spettrale,백귀야행,Baekgwi Yahaeng,群魔亂舞,群魔乱舞,Qúnmó Luànwǔ / Kwàhnmō Lyuhnmóuh
ceaseless-edge,Ceaseless Edge,ひけん・ちえなみ,ひけん・ちえなみ,Hiken Chienami,Vagues à Lames,Klingenschwall,Tajo Metralla,Corte Metralla,Lama Milleflutti,비검천중파,Bigeom Cheonjungpa,秘劍・千重濤,秘剑・千重涛,Mìjiàn Qiānchóngtáo / Mìjiàn Qiānchóngtāo / Beigim Chīnchùhngtòuh
bleakwind-storm,Bleakwind Storm,こがらしあらし,こがらしあらし,Kogarashi Arashi,Typhon Hivernal,Polarorkan,Vendaval Gélido,Vendaval Gélido,Tempesta Boreale,찬바람폭풍,Chanbaram Pokpung,枯葉風暴,枯叶风暴,Kūyè Fēngbào / Fūyihp Fūngbouh
wildbolt-storm,Wildbolt Storm,かみなりあらし,かみなりあらし,Kaminari Arashi,Typhon Fulgurant,Donnerorkan,Electormenta,Electormenta,Tempesta Tonante,번개폭풍,Beongae Pokpung,鳴雷風暴,鸣雷风暴,Míngléi Fēngbào / Mìhnglèuih Fūngbouh
sandsear-storm,Sandsear Storm,ねっさのあらし,ねっさのあらし,Nessa no Arashi,Typhon Pyrosable,Wüstenorkan,Simún de Arena,Tifón de Arena,Tempesta Ardente,열사의폭풍,Yeolsa-ui Pokpung,熱沙風暴,热沙风暴,Rèshā Fēngbào / Yihtsā Fūngbouh
lunar-blessing,Lunar Blessing,みかづきのいのり,みかづきのいのり,Mikadzuki no Inori,Prière Lunaire,Lunargebet,Plegaria Lunar,Plegaria Lunar,Invocaluna,초승달의기도,Choseungdar-ui Gido,新月祈禱,新月祈祷,Xīnyuè Qídǎo / Sānyuht Kèihtóu
take-heart,Take Heart,ブレイブチャージ,ブレイブチャージ,Bureibu Chāji,Extravaillance,Mutschub,Bálsamo Osado,Bálsamo Osado,Baldimpulso,브레이브차지,Brave Charge,勇氣填充,勇气填充,Yǒngqì Tiánchōng / Yúhnghei Tìhnchūng
tera-blast,Tera Blast,テラバースト,テラバースト,Tera Bāsuto,Téra Explosion,Tera-Ausbruch,Teraexplosión,Teraexplosión,Terascoppio,테라버스트,Tera Burst,太晶爆發,太晶爆发,Taaijīng Baaufaat / Tàijīng Bàofā
silk-trap,Silk Trap,スレッドトラップ,スレッドトラップ,Sureddo Torappu,Piège de Fil,Fadenfalle,Telatrampa,Telatrampa,Telatrappola,스레드트랩,Thread Trap,線阱,线阱,Sinjehng / Xiànjǐng
axe-kick,Axe Kick,かかとおとし,かかとおとし,Kakato Otoshi,Talon-Marteau,Fersenkick,Patada Hacha,Patada Hacha,Calcio ad Ascia,발꿈치찍기,Balkkumchijjikgi,下壓踢,下压踢,Hah'aat Tek / Xiàyā Tī
last-respects,Last Respects,おはかまいり,おはかまいり,Ohakamairi,Hommage Posthume,Letzte Ehre,Homenaje Póstumo,Homenaje Póstumo,Omaggio ai KO,성묘,Seongmyo,掃墓,扫墓,Soumouh / Sǎomù
lumina-crash,Lumina Crash,ルミナコリジョン,ルミナコリジョン,Lumina Korijon,Lumino-Impact,Lichteinschlag,Fotocolisión,Fotocolisión,Fotocollisione,루미나콜리전,Lumina Collision,琉光衝激,琉光冲激,Làuhgwōng Chūnggīk / Liúguāng Chōngjī
order-up,Order Up,いっちょうあがり,いっちょうあがり,Icchō-agari,Plat du Jour,Auftischen,Oído Cocina,Emplatar,Alta Cucina,한판내기,Hanpannaegi,上菜,上菜,Séuhngchoi / Shàngcài
jet-punch,Jet Punch,ジェットパンチ,ジェットパンチ,Jetto Panchi,Poing Sonique,Düsenhieb,Puño Jet,Puño Jet,Pugnojet,제트펀치,Jet Punch,噴射拳,喷射拳,Panseh Kyùhn / Pēnshè Quán
spicy-extract,Spicy Extract,ハバネロエキス,ハバネロエキス,Habanero Ekisu,Habanerage,Chili-Essenz,Extracto Picante,Extracto Picante,Essenza Piccante,하바네로엑기스,Habanero Extract,辣椒精華,辣椒精华,Laahtjīu Jīngwàh / Làjiāo Jīnghuá
spin-out,Spin Out,ホイールスピン,ホイールスピン,Hoīru Supin,Dérapage,Reifendrehung,Quemarrueda,Quemarrueda,Slittaruote,휠스핀,Wheel Spin,疾速轉輪,疾速转轮,Jahtchūk Jyúnlèuhn / Jísù Zhuǎnlún
population-bomb,Population Bomb,ネズミざん,ネズミざん,Nezumizan,Prolifération,Mäuseplage,Proliferación,Proliferación,Infestazione,찍찍베기,Jjikjjikbegi,鼠數兒,鼠数儿,Syú-souyìh / Shǔ-shù'er
ice-spinner,Ice Spinner,アイススピナー,アイススピナー,Aisu Supinā,Cryo-Pirouette,Eiskreisel,Pirueta Helada,Pirueta Helada,Vortighiaccio,아이스스피너,Ice Spinner,冰旋,冰旋,Bīng Syùhn / Bīng Xuán
glaive-rush,Glaive Rush,きょけんとつげき,きょけんとつげき,Kyoken Totsugeki,Charge Glaive,Großklingenstoß,Asalto Espadón,Asalto Espadón,Spadoncarica,대검돌격,Daegeom Dolgyeok,巨劍突擊,巨剑突击,Geuihgim Dahtgīk / Jùjiàn Tújí / Jùjiàn Tújī
revival-blessing,Revival Blessing,さいきのいのり,さいきのいのり,Saiki no Inori,Second Souffle,Vitalsegen,Plegaria Vital,Plegaria Vital,Preghiera Vitale,회생의기도,Hoesaeng-ui Gido,復生祈禱,复生祈祷,Fuhksāang Kèihtóu / Fùshēng Qídǎo
salt-cure,Salt Cure,しおづけ,しおづけ,Shiodzuke,Salaison,Pökelsalz,Salazón,Salación,Sotto Sale,소금절이,Sogeumjeor-i,鹽醃,盐腌,Yìhmyīm / Yányān
triple-dive,Triple Dive,トリプルダイブ,トリプルダイブ,Toripuru Daibu,Triple Plongeon,Tauchtriade,Triple Inmersión,Triple Inmersión,Triplo Tuffo,트리플다이브,Triple Dive,三連鑽,三连钻,Sāamlìhnjyun / Sānliánzuàn
mortal-spin,Mortal Spin,キラースピン,キラースピン,Kirā Supin,Toupie Éclat,Letalwirbler,Giro Mortífero,Giro Mortífero,Glitturbine,킬러스핀,Killer Spin,晶光轉轉,晶光转转,Jīnggwōng Jyúnjyún / Jīngguāng Zhuǎnzhuǎn
doodle,Doodle,うつしえ,うつしえ,Utsushie,Décalquage,Abpausen,Decalcomanía,Plagio,Ricalco,배껴그리기,Bekkyeogeurigi,描繪,描绘,Mìuhkúi / Miáohuì
fillet-away,Fillet Away,みをけずる,みをけずる,Mi o Kezuru,Décharnement,Abspaltung,Deslome,Fileteo,Alleggerimento,제살깎기,Jesalkkakgi,甩肉,甩肉,Lātyuhk / Shuǎiròu
kowtow-cleave,Kowtow Cleave,ドゲザン,ドゲザン,Dogezan,Génusection,Kniefallspalter,Genufendiente,Genufendiente,Genufendente,도각참,Dogakcham,仆斬,仆刀,Pūkjáam / Pūzhǎn / Pūdāo
flower-trick,Flower Trick,トリックフラワー,トリックフラワー,Torikku Furawā,Magie Florale,Blumentrick,Truco Floral,Truco Floral,Prestigiafiore,트릭플라워,Trick Flower,千變萬花,千变万花,Chīnbin-Maahnfā / Qiānbiàn-Wànhuā
torch-song,Torch Song,フレアソング,フレアソング,Furea Songu,Chant Flamboyant,Loderlied,Canto Ardiente,Canto Ígneo,Canzone Ardente,플레어송,Flare Song,閃焰高歌,闪焰高歌,Símyihm Gōugō / Shǎnyàn Gāogē
aqua-step,Aqua Step,アクアステップ,アクアステップ,Akua Suteppu,Danse Aquatique,Wogentanz,Danza Acuática,Danza Acuática,Idroballetto,아쿠아스텝,Aqua Step,流水旋舞,流水旋舞,Làuhséui Syùhnmóuh / Liúshuǐ Xuànwǔ
raging-bull,Raging Bull,レイジングブル,レイジングブル,Reijingu Buru,Taurogne,Rasender Stier,Furia Taurina,Furia Taurina,Scatenatoro,레이징불,Raging Bull,怒牛,怒牛,Nouhngàuh / Nùniú
make-it-rain,Make It Rain,ゴールドラッシュ,ゴールドラッシュ,Gōrudo Rasshu,Ruée d'Or,Goldrausch,Fiebre Dorada,Fiebre Dorada,Corsa all’Oro,골드러시,Gold Rush,淘金潮,淘金潮,Tòuhgām Chìuh / Táojīn Cháo
