ability,version_group,language,flavor_text
surge-surfer,sword-shield,it,"In presenza di un Campo Elettrico, la Velocità
raddoppia."
surge-surfer,sword-shield,en,"Doubles the Pokémon’s Speed stat on
Electric Terrain."
surge-surfer,sword-shield,ja,"エレキフィールド　のとき
素早さが　２倍に　なる。"
surge-surfer,sword-shield,zh-hans,"电气场地时，
速度会变为２倍。"
surge-surfer,sword-shield,es-419,"Duplica su Velocidad si hay un campo eléctrico en el
terreno de combate."
surge-surfer,scarlet-violet,fr,La Vitesse du Pokémon est doublée sur\nun champ électrifié.
surge-surfer,scarlet-violet,en,Doubles the Pokémon's Speed stat on Electric Terrain.
schooling,sun-moon,ja-hrkt,"ＨＰが　おおいときは　むれて　つよくなる。
ＨＰの　のこりが　すくなくなると
むれは　ちりぢりに　なってしまう。"
schooling,sun-moon,ko,"HP가 많을 때 무리지어 강해진다.
HP가 얼마 남지 않으면
무리는 뿔뿔이 흩어진다."
schooling,sun-moon,zh-hant,"ＨＰ多的時候會聚起來變強。
ＨＰ剩餘量變少時，
群體會分崩離析。"
schooling,sun-moon,fr,"Le Pokémon se rassemble avec ses congénères
quand ses PV sont élevés. Plus ses PV baissent,
plus le banc s’amenuise."
schooling,sun-moon,de,"Verfügt es über einen hohen KP-Wert, wird es zu
einem Schwarm und gewinnt an Stärke. Ist der
KP-Wert niedrig, löst sich der Schwarm wieder auf."
schooling,sun-moon,es,"Forma bancos con sus congéneres cuando tiene
muchos PS, lo cual le otorga más fuerza. Cuando le
quedan pocos PS, el banco se dispersa."
schooling,sun-moon,it,"Quando ha molti PS, il Pokémon forma un banco
con i propri simili e si rafforza.
Quando ne ha pochi, il banco si disperde."
schooling,sun-moon,en,"When it has a lot of HP, the Pokémon forms a
powerful school. It stops schooling when its HP
is low."
schooling,sun-moon,ja,"ＨＰが　多いときは　群れて　強くなる。
ＨＰの　残りが　少なくなると
群れは　散り散りに　なってしまう。"
schooling,sun-moon,zh-hans,"ＨＰ多的时候会聚起来变强。
ＨＰ剩余量变少时，
群体会分崩离析。"
schooling,sun-moon,es-419,"Forma bancos con sus congéneres cuando tiene
muchos PS, lo cual le otorga más fuerza. Cuando le
quedan pocos PS, el banco se dispersa."
schooling,ultra-sun-ultra-moon,ja-hrkt,"ＨＰが　おおいときは　むれて　つよくなる。
ＨＰの　のこりが　すくなくなると
むれは　ちりぢりに　なってしまう。"
schooling,ultra-sun-ultra-moon,ko,"HP가 많을 때 무리지어 강해진다.
HP가 얼마 남지 않으면
무리는 뿔뿔이 흩어진다."
schooling,ultra-sun-ultra-moon,zh-hant,"ＨＰ多的時候會聚起來變強。
ＨＰ剩餘量變少時，
群體會分崩離析。"
schooling,ultra-sun-ultra-moon,fr,"Le Pokémon se rassemble avec ses congénères
quand ses PV sont élevés. Plus ses PV baissent,
plus le banc s’amenuise."
schooling,ultra-sun-ultra-moon,de,"Verfügt es über einen hohen KP-Wert, wird es zu
einem Schwarm und gewinnt an Stärke. Ist der
KP-Wert niedrig, löst sich der Schwarm wieder auf."
schooling,ultra-sun-ultra-moon,es,"Forma bancos con sus congéneres cuando tiene
muchos PS, lo cual le otorga más fuerza. Cuando le
quedan pocos PS, el banco se dispersa."
schooling,ultra-sun-ultra-moon,it,"Quando ha molti PS, il Pokémon forma un banco
con i propri simili e si rafforza.
Quando ne ha pochi, il banco si disperde."
schooling,ultra-sun-ultra-moon,en,"When it has a lot of HP, the Pokémon forms a
powerful school. It stops schooling when its HP
is low."
schooling,ultra-sun-ultra-moon,ja,"ＨＰが　多いときは　群れて　強くなる。
ＨＰの　残りが　少なくなると
群れは　散り散りに　なってしまう。"
schooling,ultra-sun-ultra-moon,zh-hans,"ＨＰ多的时候会聚起来变强。
ＨＰ剩余量变少时，
群体会分崩离析。"
schooling,ultra-sun-ultra-moon,es-419,"Forma bancos con sus congéneres cuando tiene
muchos PS, lo cual le otorga más fuerza. Cuando le
quedan pocos PS, el banco se dispersa."
schooling,lets-go-pikachu-lets-go-eevee,ja-hrkt,"ＨＰが　おおいときは　むれて　つよくなる。
ＨＰの　のこりが　すくなくなると
むれは　ちりぢりに　なってしまう。"
schooling,lets-go-pikachu-lets-go-eevee,ko,"HP가 많을 때 무리지어 강해진다.
HP가 얼마 남지 않으면
무리는 뿔뿔이 흩어진다."
schooling,lets-go-pikachu-lets-go-eevee,zh-hant,"HP多的時候會聚起來變強。
HP剩餘量變少時，
群體會分崩離析。"
schooling,lets-go-pikachu-lets-go-eevee,fr,"Le Pokémon se rassemble avec ses congénères
quand ses PV sont élevés. Plus ses PV baissent,
plus le banc s’amenuise."
schooling,lets-go-pikachu-lets-go-eevee,de,"Verfügt es über einen hohen KP-Wert, wird es zu
einem Schwarm und gewinnt an Stärke. Ist der
KP-Wert niedrig, löst sich der Schwarm wieder auf."
schooling,lets-go-pikachu-lets-go-eevee,es,"Forma bancos con sus congéneres cuando tiene
muchos PS, lo cual le otorga más fuerza. Cuando le
quedan pocos PS, el banco se dispersa."
schooling,lets-go-pikachu-lets-go-eevee,it,"Quando ha molti PS, il Pokémon forma un banco
con i propri simili e si rafforza.
Quando ne ha pochi, il banco si disperde."
schooling,lets-go-pikachu-lets-go-eevee,en,"When it has a lot of HP, the Pokémon forms a
powerful school. It stops schooling when its HP
is low."
schooling,lets-go-pikachu-lets-go-eevee,ja,"ＨＰが　多いときは　群れて　強くなる。
ＨＰの　残りが　少なくなると
群れは　散り散りに　なってしまう。"
schooling,lets-go-pikachu-lets-go-eevee,zh-hans,"HP多的时候会聚起来变强。
HP剩余量变少时，
群体会分崩离析。"
schooling,lets-go-pikachu-lets-go-eevee,es-419,"Forma bancos con sus congéneres cuando tiene
muchos PS, lo cual le otorga más fuerza. Cuando le
quedan pocos PS, el banco se dispersa."
schooling,sword-shield,ja-hrkt,"ＨＰが　おおいときは　むれて　つよくなる。
ＨＰの　のこりが　すくなくなると
むれは　ちりぢりに　なってしまう。"
schooling,sword-shield,ko,"HP가 많을 때 무리지어 강해진다.
HP가 얼마 남지 않으면
무리는 뿔뿔이 흩어진다."
schooling,sword-shield,zh-hant,"ＨＰ多的時候會聚起來變強。
ＨＰ剩餘量變少時，
群體會分崩離析。"
schooling,sword-shield,fr,"Le Pokémon se rassemble avec ses congénères
quand ses PV sont élevés. Plus ses PV baissent,
plus le banc s’amenuise."
schooling,sword-shield,de,"Verfügt es über einen hohen KP-Wert, wird es zu einem
Schwarm und gewinnt an Stärke. Ist der KP-Wert niedrig,
löst sich der Schwarm wieder auf."
schooling,sword-shield,es,"Forma bancos con sus congéneres cuando tiene muchos
PS, lo cual le otorga más fuerza. Cuando le quedan
pocos PS, el banco se dispersa."
schooling,sword-shield,it,"Quando ha molti PS, il Pokémon forma un banco
con i propri simili e si rafforza.
Quando ne ha pochi, il banco si disperde."
schooling,sword-shield,en,"When it has a lot of HP, the Pokémon forms a
powerful school. It stops schooling when its HP
is low."
schooling,sword-shield,ja,"ＨＰが　多いときは　群れて　強くなる。
ＨＰの　残りが　少なくなると
群れは　散り散りに　なってしまう。"
schooling,sword-shield,zh-hans,"ＨＰ多的时候会聚起来变强。
ＨＰ剩余量变少时，
群体会分崩离析。"
schooling,sword-shield,es-419,"Forma bancos con sus congéneres cuando tiene muchos
PS, lo cual le otorga más fuerza. Cuando le quedan
pocos PS, el banco se dispersa."
schooling,scarlet-violet,fr,"Le Pokémon se rassemble avec ses congénères\nquand ses PV sont élevés. Quand il ne lui reste\nplus beaucoup de PV, le banc se disperse."
disguise,sun-moon,ja-hrkt,"からだを　おおう　ばけのかわで　
１かい　こうげきを　ふせぐことが　できる。"
disguise,sun-moon,ko,"몸을 덮는 탈로
1번 공격을 막을 수 있다."
disguise,sun-moon,zh-hant,"用畫皮覆蓋住身體，
可防住１次攻擊。"
disguise,sun-moon,fr,"Le déguisement qui recouvre le corps du Pokémon
est capable de le protéger d’une attaque."
disguise,sun-moon,de,"Kann ein Mal pro Kampf mit seinem gruseligen
Kostüm einen Angriff abwehren."
disguise,sun-moon,es,"Permite eludir un único ataque valiéndose de la
tela que le cubre el cuerpo."
disguise,sun-moon,it,"Il panno che ricopre il Pokémon lo protegge
da un singolo attacco."
disguise,sun-moon,en,"Once per battle, the shroud that covers the
Pokémon can protect it from an attack."
disguise,sun-moon,ja,"体を　被う　化けの皮で　
１回　攻撃を　防ぐことが　できる。"
disguise,sun-moon,zh-hans,"通过画皮覆盖住身体，
可以防住１次攻击。"
disguise,sun-moon,es-419,"Permite eludir un único ataque valiéndose de la
tela que le cubre el cuerpo."
disguise,ultra-sun-ultra-moon,ja-hrkt,"からだを　おおう　ばけのかわで　
１かい　こうげきを　ふせぐことが　できる。"
disguise,ultra-sun-ultra-moon,ko,"몸을 덮는 탈로
1번 공격을 막을 수 있다."
disguise,ultra-sun-ultra-moon,zh-hant,"用畫皮覆蓋住身體，
可防住１次攻擊。"
disguise,ultra-sun-ultra-moon,fr,"Le déguisement qui recouvre le corps du Pokémon
est capable de le protéger d’une attaque."
disguise,ultra-sun-ultra-moon,de,"Kann ein Mal pro Kampf mit seinem gruseligen
Kostüm einen Angriff abwehren."
disguise,ultra-sun-ultra-moon,es,"Permite eludir un único ataque valiéndose de la
tela que le cubre el cuerpo."
disguise,ultra-sun-ultra-moon,it,"Il panno che ricopre il Pokémon lo protegge
da un singolo attacco."
disguise,ultra-sun-ultra-moon,en,"Once per battle, the shroud that covers the
Pokémon can protect it from an attack."
disguise,ultra-sun-ultra-moon,ja,"体を　被う　化けの皮で　
１回　攻撃を　防ぐことが　できる。"
disguise,ultra-sun-ultra-moon,zh-hans,"通过画皮覆盖住身体，
可以防住１次攻击。"
disguise,ultra-sun-ultra-moon,es-419,"Permite eludir un único ataque valiéndose de la
tela que le cubre el cuerpo."
disguise,lets-go-pikachu-lets-go-eevee,ja-hrkt,"からだを　おおう　ばけのかわで　
１かい　こうげきを　ふせぐことが　できる。"
disguise,lets-go-pikachu-lets-go-eevee,ko,"몸을 덮는 탈로
1번 공격을 막을 수 있다."
disguise,lets-go-pikachu-lets-go-eevee,zh-hant,"用畫皮覆蓋住身體，
可防住１次攻擊。"
disguise,lets-go-pikachu-lets-go-eevee,fr,"Le déguisement qui recouvre le corps du Pokémon
est capable de le protéger d’une attaque."
disguise,lets-go-pikachu-lets-go-eevee,de,"Kann ein Mal pro Kampf mit seinem gruseligen
Kostüm einen Angriff abwehren."
disguise,lets-go-pikachu-lets-go-eevee,es,"Permite eludir un único ataque valiéndose de la
tela que le cubre el cuerpo."
disguise,lets-go-pikachu-lets-go-eevee,it,"Il panno che ricopre il Pokémon lo protegge
da un singolo attacco."
disguise,lets-go-pikachu-lets-go-eevee,en,"Once per battle, the shroud that covers the
Pokémon can protect it from an attack."
disguise,lets-go-pikachu-lets-go-eevee,ja,"体を　被う　化けの皮で　
１回　攻撃を　防ぐことが　できる。"
disguise,lets-go-pikachu-lets-go-eevee,zh-hans,"通过画皮覆盖住身体，
可以防住１次攻击。"
disguise,lets-go-pikachu-lets-go-eevee,es-419,"Permite eludir un único ataque valiéndose de la
tela que le cubre el cuerpo."
disguise,sword-shield,ja-hrkt,"からだを　おおう　ばけのかわで
１かい　こうげきを　ふせぐことが　できる。"
disguise,sword-shield,ko,"몸을 덮는 탈로
1번 공격을 막을 수 있다."
disguise,sword-shield,zh-hant,"用畫皮覆蓋住身體，
可防住１次攻擊。"
disguise,sword-shield,fr,"Le déguisement qui recouvre le corps du Pokémon
est capable de le protéger d’une attaque."
disguise,sword-shield,de,"Kann ein Mal pro Kampf mit seinem gruseligen Kostüm
einen Angriff abwehren."
disguise,sword-shield,es,"Puede eludir un ataque valiéndose de la tela que le
cubre el cuerpo una vez por combate."
disguise,sword-shield,it,"Il panno che ricopre il Pokémon lo protegge
da un singolo attacco."
disguise,sword-shield,en,"Once per battle, the shroud that covers the
Pokémon can protect it from an attack."
disguise,sword-shield,ja,"体を　被う　化けの皮で
１回　攻撃を　防ぐことが　できる。"
disguise,sword-shield,zh-hans,"通过画皮覆盖住身体，
可以防住１次攻击。"
disguise,sword-shield,es-419,"Puede eludir un ataque valiéndose de la tela que le
cubre el cuerpo una vez por combate."
disguise,scarlet-violet,fr,Le déguisement qui recouvre le corps du Pokémon\nest capable de le protéger d’une attaque.
disguise,scarlet-violet,en,"Once per battle, the shroud that covers the Pokémon can protect it from an attack."
battle-bond,sun-moon,ja-hrkt,"あいてを　たおすと　トレーナーとの
きずなが　ふかまり　サトシゲッコウガに
へんげする。みずしゅりけんが　つよくなる。"
battle-bond,sun-moon,ko,"상대를 쓰러뜨리면 트레이너와의
유대감이 깊어져서 지우개굴닌자로
변한다. 물수리검이 강해진다."
battle-bond,sun-moon,zh-hant,"打倒對手時，與訓練家的牽絆會加深，
變化成小智版甲賀忍蛙。
飛水手裡劍的威力會增強。"
battle-bond,sun-moon,fr,"En battant un ennemi, ce Pokémon renforce ses liens
avec son Dresseur. Il prend alors sa Forme Sacha
et ses Sheauriken gagnent en puissance."
battle-bond,sun-moon,de,"Besiegt es ein Ziel, vertieft dies die Freundschaft zu
seinem Trainer, wodurch es die Ash-Form annimmt
und sein Wasser-Shuriken stärker wird."
battle-bond,sun-moon,es,"Al derrotar a un rival, los vínculos con su Entrenador
se refuerzan y se convierte en Greninja Ash. Su
Shuriken de Agua también se ve potenciado."
battle-bond,sun-moon,it,"Se il Pokémon manda KO un nemico, il legame con
l’Allenatore si rafforza, attivando la trasformazione
in Greninja Forma Ash. Acqualame si potenzia."
battle-bond,sun-moon,en,"Defeating an opposing Pokémon strengthens the
Pokémon’s bond with its Trainer, and it becomes
Ash-Greninja. Water Shuriken gets more powerful."
battle-bond,sun-moon,ja,"相手を　倒すと　トレーナーとの
キズナが　深まり　サトシゲッコウガに
変化する。みずしゅりけんが　強くなる。"
battle-bond,sun-moon,zh-hans,"打倒对手时，与训练家的牵绊会增强，
变为小智版甲贺忍蛙。
飞水手里剑的招式威力会增强。"
battle-bond,sun-moon,es-419,"Al derrotar a un rival, los vínculos con su Entrenador
se refuerzan y se convierte en Greninja Ash. Su
Shuriken de Agua también se ve potenciado."
battle-bond,ultra-sun-ultra-moon,ja-hrkt,"あいてを　たおすと　トレーナーとの
きずなが　ふかまり　サトシゲッコウガに
へんげする。みずしゅりけんが　つよくなる。"
battle-bond,ultra-sun-ultra-moon,ko,"상대를 쓰러뜨리면 트레이너와의
유대감이 깊어져서 지우개굴닌자로
변한다. 물수리검이 강해진다."
battle-bond,ultra-sun-ultra-moon,zh-hant,"打倒對手時，與訓練家的牽絆會加深，
變化成小智版甲賀忍蛙。
飛水手裡劍的威力會增強。"
battle-bond,ultra-sun-ultra-moon,fr,"En battant un ennemi, ce Pokémon renforce ses liens
avec son Dresseur. Il prend alors sa Forme Sacha
et ses Sheauriken gagnent en puissance."
battle-bond,ultra-sun-ultra-moon,de,"Besiegt es ein Ziel, vertieft dies die Freundschaft zu
seinem Trainer, wodurch es die Ash-Form annimmt
und sein Wasser-Shuriken stärker wird."
battle-bond,ultra-sun-ultra-moon,es,"Al derrotar a un rival, los vínculos con su Entrenador
se refuerzan y se convierte en Greninja Ash. Su
Shuriken de Agua también se ve potenciado."
battle-bond,ultra-sun-ultra-moon,it,"Se il Pokémon manda KO un nemico, il legame con
l’Allenatore si rafforza, attivando la trasformazione
in Greninja Forma Ash. Acqualame si potenzia."
battle-bond,ultra-sun-ultra-moon,en,"Defeating an opposing Pokémon strengthens the
Pokémon’s bond with its Trainer, and it becomes
Ash-Greninja. Water Shuriken gets more powerful."
battle-bond,ultra-sun-ultra-moon,ja,"相手を　倒すと　トレーナーとの
キズナが　深まり　サトシゲッコウガに
変化する。みずしゅりけんが　強くなる。"
battle-bond,ultra-sun-ultra-moon,zh-hans,"打倒对手时，与训练家的牵绊会增强，
变为小智版甲贺忍蛙。
飞水手里剑的招式威力会增强。"
battle-bond,ultra-sun-ultra-moon,es-419,"Al derrotar a un rival, los vínculos con su Entrenador
se refuerzan y se convierte en Greninja Ash. Su
Shuriken de Agua también se ve potenciado."
battle-bond,lets-go-pikachu-lets-go-eevee,ja-hrkt,"あいてを　たおすと　トレーナーとの
きずなが　ふかまり　サトシゲッコウガに
へんげする。みずしゅりけんが　つよくなる。"
battle-bond,lets-go-pikachu-lets-go-eevee,ko,"상대를 쓰러뜨리면 트레이너와의
유대감이 깊어져서 지우개굴닌자로
변한다. 물수리검이 강해진다."
battle-bond,lets-go-pikachu-lets-go-eevee,zh-hant,"打倒對手時，與訓練家的牽絆會加深，
變化成小智版甲賀忍蛙。
飛水手裡劍的威力會增強。"
battle-bond,lets-go-pikachu-lets-go-eevee,fr,"En battant un ennemi, ce Pokémon renforce ses liens
avec son Dresseur. Il prend alors sa Forme Sacha
et ses Sheauriken gagnent en puissance."
battle-bond,lets-go-pikachu-lets-go-eevee,de,"Besiegt es ein Ziel, vertieft dies die Freundschaft zu
seinem Trainer, wodurch es die Ash-Form annimmt
und sein Wasser-Shuriken stärker wird."
battle-bond,lets-go-pikachu-lets-go-eevee,es,"Al derrotar a un rival, los vínculos con su Entrenador
se refuerzan y se convierte en Greninja Ash. Su
Shuriken de Agua también se ve potenciado."
battle-bond,lets-go-pikachu-lets-go-eevee,it,"Se il Pokémon manda KO un nemico, il legame con
l’Allenatore si rafforza, attivando la trasformazione
in Greninja Forma Ash. Acqualame si potenzia."
battle-bond,lets-go-pikachu-lets-go-eevee,en,"Defeating an opposing Pokémon strengthens the
Pokémon’s bond with its Trainer, and it becomes
Ash-Greninja. Water Shuriken gets more powerful."
battle-bond,lets-go-pikachu-lets-go-eevee,ja,"相手を　倒すと　トレーナーとの
キズナが　深まり　サトシゲッコウガに
変化する。みずしゅりけんが　強くなる。"
battle-bond,lets-go-pikachu-lets-go-eevee,zh-hans,"打倒对手时，与训练家的牵绊会增强，
变为小智版甲贺忍蛙。
飞水手里剑的招式威力会增强。"
battle-bond,lets-go-pikachu-lets-go-eevee,es-419,"Al derrotar a un rival, los vínculos con su Entrenador
se refuerzan y se convierte en Greninja Ash. Su
Shuriken de Agua también se ve potenciado."
battle-bond,sword-shield,ja-hrkt,"あいてを　たおすと　トレーナーとの
きずなが　ふかまり　サトシゲッコウガに
へんげする。みずしゅりけんが　つよくなる。"
battle-bond,sword-shield,ko,"상대를 쓰러뜨리면 트레이너와의
유대감이 깊어져서 지우개굴닌자로
변한다. 물수리검이 강해진다."
battle-bond,sword-shield,zh-hant,"打倒對手時，與訓練家的牽絆會加深，
變化成小智版甲賀忍蛙。
飛水手裡劍的威力會增強。"
battle-bond,sword-shield,fr,"En battant un ennemi, ce Pokémon renforce ses liens
avec son Dresseur. Il prend alors sa Forme Sacha
et ses Sheauriken gagnent en puissance."
battle-bond,sword-shield,de,"Besiegt es ein Ziel, vertieft dies die Freundschaft zu
seinem Trainer, wodurch es die Ash-Form annimmt
und sein Wasser-Shuriken stärker wird."
battle-bond,sword-shield,es,"Al derrotar a un rival, los vínculos con su Entrenador
se refuerzan y se convierte en Greninja Ash. Su Shuriken
de Agua también se ve potenciado."
battle-bond,sword-shield,it,"Se il Pokémon manda KO un nemico, il legame con
l’Allenatore si rafforza, attivando la trasformazione
in Greninja Forma Ash. Acqualame si potenzia."
battle-bond,sword-shield,en,"Defeating an opposing Pokémon strengthens the
Pokémon’s bond with its Trainer, and it becomes
Ash-Greninja. Water Shuriken gets more powerful."
battle-bond,sword-shield,ja,"相手を　倒すと　トレーナーとの
キズナが　深まり　サトシゲッコウガに
変化する。みずしゅりけんが　強くなる。"
battle-bond,sword-shield,zh-hans,"打倒对手时，与训练家的牵绊会增强，
变为小智版甲贺忍蛙。
飞水手里剑的招式威力会增强。"
battle-bond,sword-shield,es-419,"Al derrotar a un rival, los vínculos con su Entrenador
se refuerzan y se convierte en Greninja Ash. Su Shuriken
de Agua también se ve potenciado."
battle-bond,scarlet-violet,fr,"En battant un ennemi, ce Pokémon renforce ses liens\navec son Dresseur, ce qui augmente son Attaque,\nson Attaque Spéciale et sa Vitesse."
battle-bond,scarlet-violet,en,"When the Pokémon knocks out a target, its bond with its Trainer is strengthened, and its Attack, Sp. Atk, and Speed stats are boosted."
power-construct,sun-moon,ja-hrkt,"ＨＰが　はんぶんに　なると
セルたちが　おうえんに　かけつけ
パーフェクトフォルムに　すがたを　かえる。"
power-construct,sun-moon,ko,"HP가 절반이 되면
셀들이 응원하러 달려와
퍼펙트폼으로 모습이 변한다."
power-construct,sun-moon,zh-hant,"ＨＰ變為一半時，
細胞們會趕來支援，
變為完全體形態。"
power-construct,sun-moon,fr,"Lorsque le Pokémon perd la moitié de ses PV,
ses Cellules se rassemblent pour l’encourager,
ce qui lui permet de prendre sa Forme Parfaite."
power-construct,sun-moon,de,"Fallen seine KP auf die Hälfte des Maximalwerts oder
weniger, eilen ihm weitere Zellen zu Hilfe und es
nimmt die Optimumform an."
power-construct,sun-moon,es,"Cuando sus PS se ven reducidos a la mitad, las
células se reagrupan y adopta su Forma Completa."
power-construct,sun-moon,it,"Se i PS del Pokémon scendono a metà o meno, le
cellule si raggruppano e gli permettono di assumere
la Forma Perfetta."
power-construct,sun-moon,en,"Other Cells gather to aid when its HP becomes
half or less. Then the Pokémon changes
its form to Complete Forme."
power-construct,sun-moon,ja,"ＨＰが　半分に　なると
セルたちが　応援に　駆けつけ
パーフェクトフォルムに　姿を　変える。"
power-construct,sun-moon,zh-hans,"ＨＰ变为一半时，
细胞们会赶来支援，
变为完全体形态。"
power-construct,sun-moon,es-419,"Cuando sus PS se ven reducidos a la mitad, las
células se reagrupan y adopta su Forma Completa."
power-construct,ultra-sun-ultra-moon,ja-hrkt,"ＨＰが　はんぶんに　なると
セルたちが　おうえんに　かけつけ
パーフェクトフォルムに　すがたを　かえる。"
power-construct,ultra-sun-ultra-moon,ko,"HP가 절반이 되면
셀들이 응원하러 달려와
퍼펙트폼으로 모습이 변한다."
power-construct,ultra-sun-ultra-moon,zh-hant,"ＨＰ變為一半時，
細胞們會趕來支援，
變為完全體形態。"
power-construct,ultra-sun-ultra-moon,fr,"Lorsque le Pokémon perd la moitié de ses PV,
ses Cellules se rassemblent pour l’encourager,
ce qui lui permet de prendre sa Forme Parfaite."
power-construct,ultra-sun-ultra-moon,de,"Fallen seine KP auf die Hälfte des Maximalwerts oder
weniger, eilen ihm weitere Zellen zu Hilfe und es
nimmt die Optimumform an."
power-construct,ultra-sun-ultra-moon,es,"Cuando sus PS se ven reducidos a la mitad, las
células se reagrupan y adopta su Forma Completa."
power-construct,ultra-sun-ultra-moon,it,"Se i PS del Pokémon scendono a metà o meno, le
cellule si raggruppano e gli permettono di assumere
la Forma Perfetta."
power-construct,ultra-sun-ultra-moon,en,"Other Cells gather to aid when its HP becomes
half or less. Then the Pokémon changes
its form to Complete Forme."
power-construct,ultra-sun-ultra-moon,ja,"ＨＰが　半分に　なると
セルたちが　応援に　駆けつけ
パーフェクトフォルムに　姿を　変える。"
power-construct,ultra-sun-ultra-moon,zh-hans,"ＨＰ变为一半时，
细胞们会赶来支援，
变为完全体形态。"
power-construct,ultra-sun-ultra-moon,es-419,"Cuando sus PS se ven reducidos a la mitad, las
células se reagrupan y adopta su Forma Completa."
power-construct,lets-go-pikachu-lets-go-eevee,ja-hrkt,"ＨＰが　はんぶんに　なると
セルたちが　おうえんに　かけつけ
パーフェクトフォルムに　すがたを　かえる。"
power-construct,lets-go-pikachu-lets-go-eevee,ko,"HP가 절반이 되면
셀들이 응원하러 달려와
퍼펙트폼으로 모습이 변한다."
power-construct,lets-go-pikachu-lets-go-eevee,zh-hant,"HP變為一半時，
細胞們會趕來支援，
變為完全體形態。"
power-construct,lets-go-pikachu-lets-go-eevee,fr,"Lorsque le Pokémon perd la moitié de ses PV,
ses Cellules se rassemblent pour l’encourager,
ce qui lui permet de prendre sa Forme Parfaite."
power-construct,lets-go-pikachu-lets-go-eevee,de,"Fallen seine KP auf die Hälfte des Maximalwerts oder
weniger, eilen ihm weitere Zellen zu Hilfe und es
nimmt die Optimumform an."
power-construct,lets-go-pikachu-lets-go-eevee,es,"Cuando sus PS se ven reducidos a la mitad, las
células se reagrupan y adopta su Forma Completa."
power-construct,lets-go-pikachu-lets-go-eevee,it,"Se i PS del Pokémon scendono a metà o meno, le
cellule si raggruppano e gli permettono di assumere
la Forma Perfetta."
power-construct,lets-go-pikachu-lets-go-eevee,en,"Other Cells gather to aid when its HP becomes
half or less. Then the Pokémon changes
its form to Complete Forme."
power-construct,lets-go-pikachu-lets-go-eevee,ja,"ＨＰが　半分に　なると
セルたちが　応援に　駆けつけ
パーフェクトフォルムに　姿を　変える。"
power-construct,lets-go-pikachu-lets-go-eevee,zh-hans,"HP变为一半时，
细胞们会赶来支援，
变为完全体形态。"
power-construct,lets-go-pikachu-lets-go-eevee,es-419,"Cuando sus PS se ven reducidos a la mitad, las
células se reagrupan y adopta su Forma Completa."
power-construct,sword-shield,ja-hrkt,"ＨＰが　はんぶんに　なると
セルたちが　おうえんに　かけつけ
パーフェクトフォルムに　すがたを　かえる。"
power-construct,sword-shield,ko,"HP가 절반이 되면
셀들이 응원하러 달려와
퍼펙트폼으로 모습이 변한다."
power-construct,sword-shield,zh-hant,"ＨＰ變為一半時，
細胞們會趕來支援，
變為完全體形態。"
power-construct,sword-shield,fr,"Lorsque le Pokémon perd la moitié de ses PV,
ses Cellules se rassemblent pour l’encourager,
ce qui lui permet de prendre sa Forme Parfaite."
power-construct,sword-shield,de,"Fallen seine KP auf die Hälfte des Maximalwerts oder
weniger, eilen ihm weitere Zellen zu Hilfe und es
nimmt die Optimumform an."
power-construct,sword-shield,es,"Cuando sus PS se ven reducidos a la mitad, las células
se reagrupan y adopta su Forma Completa."
power-construct,sword-shield,it,"Se i PS del Pokémon scendono a metà o meno, le
cellule si raggruppano e gli permettono di assumere
la Forma Perfetta."
power-construct,sword-shield,en,"Other Cells gather to aid when its HP becomes
half or less. Then the Pokémon changes
its form to Complete Forme."
power-construct,sword-shield,ja,"ＨＰが　半分に　なると
セルたちが　応援に　駆けつけ
パーフェクトフォルムに　姿を　変える。"
power-construct,sword-shield,zh-hans,"ＨＰ变为一半时，
细胞们会赶来支援，
变为完全体形态。"
power-construct,sword-shield,es-419,"Cuando sus PS se ven reducidos a la mitad, las células
se reagrupan y adopta su Forma Completa."
power-construct,scarlet-violet,fr,"Lorsque le Pokémon perd la moitié de ses PV,\nses Cellules se rassemblent pour l’encourager,\nce qui lui permet de prendre sa Forme Parfaite."
corrosion,sun-moon,ja-hrkt,"はがねタイプや　どくタイプも
どく　じょうたいに　することが　できる。"
corrosion,sun-moon,ko,"강철타입이나 독타입도
독 상태로 만들 수 있다."
corrosion,sun-moon,zh-hant,"就算對方是鋼屬性或毒屬性寶可夢，
也可讓對方陷入中毒狀態。"
corrosion,sun-moon,fr,"Permet d’empoisonner les Pokémon de type Acier
ou Poison."
corrosion,sun-moon,de,"Kann selbst Pokémon vom Typ Stahl oder Gift
vergiften."
corrosion,sun-moon,es,"Permite envenenar incluso a rivales de tipo Acero o
Veneno."
corrosion,sun-moon,it,"Il Pokémon è in grado di avvelenare il bersaglio
anche se questo è di tipo Acciaio o Veleno."
corrosion,sun-moon,en,"The Pokémon can poison the target even if it’s
a Steel or Poison type."
corrosion,sun-moon,ja,"はがねタイプや　どくタイプも
どく状態に　することが　できる。"
corrosion,sun-moon,zh-hans,"可以使钢属性和毒属性的宝可梦
也陷入中毒状态。"
corrosion,sun-moon,es-419,"Permite envenenar incluso a rivales de tipo Acero o
Veneno."
corrosion,ultra-sun-ultra-moon,ja-hrkt,"はがねタイプや　どくタイプも
どく　じょうたいに　することが　できる。"
corrosion,ultra-sun-ultra-moon,ko,"강철타입이나 독타입도
독 상태로 만들 수 있다."
