key,column,pokeapi,pokedb,chosen
subzero-slammer/ultra-sun-ultra-moon/ja-hrkt,flavor_text(z-split),"Ｚパワーで　きおんを　きゅうげきに　さげ
ぜんりょくで　あいてを　こおらせる。
もとになった　わざで　いりょくが　かわる。",ダミーデータ,"Ｚパワーで　きおんを　きゅうげきに　さげ
ぜんりょくで　あいてを　こおらせる。
もとになった　わざで　いりょくが　かわる。"
subzero-slammer/ultra-sun-ultra-moon/ko,flavor_text(z-split),"Z파워로 기온을 급격하게 떨어뜨려
전력으로 상대를 얼린다.
원래 기술에 따라 위력이 변한다.",Dummy Data,"Z파워로 기온을 급격하게 떨어뜨려
전력으로 상대를 얼린다.
원래 기술에 따라 위력이 변한다."
subzero-slammer/ultra-sun-ultra-moon/zh-hant,flavor_text(z-split),"透過Ｚ力量急遽降低氣溫，
全力冰凍對手。
威力會隨原本的招式而改變。",ダミーデータ,"透過Ｚ力量急遽降低氣溫，
全力冰凍對手。
威力會隨原本的招式而改變。"
subzero-slammer/ultra-sun-ultra-moon/fr,flavor_text(z-split),"Le Pokémon utilise la Force Z pour baisser la
température brutalement et congeler l’adversaire. La
puissance varie selon celle de la capacité originale.",Dummy,"Le Pokémon utilise la Force Z pour baisser la
température brutalement et congeler l’adversaire. La
puissance varie selon celle de la capacité originale."
subzero-slammer/ultra-sun-ultra-moon/de,flavor_text(z-split),"Der Anwender senkt mit Z-Kraft die Temperatur
drastisch und lässt das Ziel einfrieren. Die Stärke
variiert je nach zugrunde liegender Attacke.",Dummy data,"Der Anwender senkt mit Z-Kraft die Temperatur
drastisch und lässt das Ziel einfrieren. Die Stärke
variiert je nach zugrunde liegender Attacke."
subzero-slammer/ultra-sun-ultra-moon/es,flavor_text(z-split),"Emplea el Poder Z para lanzar un rayo de hielo que
baja la temperatura de golpe y congela al objetivo.
Su potencia depende de la del movimiento original.",Dummy data,"Emplea el Poder Z para lanzar un rayo de hielo que
baja la temperatura de golpe y congela al objetivo.
Su potencia depende de la del movimiento original."
subzero-slammer/ultra-sun-ultra-moon/it,flavor_text(z-split),"Chi la usa sfrutta il Potere Z per far calare di colpo
la temperatura e congelare il bersaglio. La potenza
varia a seconda della mossa su cui si basa.",Dummy Data,"Chi la usa sfrutta il Potere Z per far calare di colpo
la temperatura e congelare il bersaglio. La potenza
varia a seconda della mossa su cui si basa."
subzero-slammer/ultra-sun-ultra-moon/en,flavor_text(z-split),"The user dramatically drops the temperature using
its Z-Power and freezes the target with full force.
The power varies, depending on the original move.",Dummy Data,"The user dramatically drops the temperature using
its Z-Power and freezes the target with full force.
The power varies, depending on the original move."
subzero-slammer/ultra-sun-ultra-moon/ja,flavor_text(z-split),"Ｚパワーで　気温を　急激に　下げ
全力で　相手を　凍らせる。
元になった　技で　威力が　変わる。",ダミーデータ,"Ｚパワーで　気温を　急激に　下げ
全力で　相手を　凍らせる。
元になった　技で　威力が　変わる。"
subzero-slammer/ultra-sun-ultra-moon/zh-hans,flavor_text(z-split),"通过Ｚ力量急剧降低气温，
全力冰冻对手。
威力会根据原来的招式而改变。",ダミーデータ,"通过Ｚ力量急剧降低气温，
全力冰冻对手。
威力会根据原来的招式而改变。"
subzero-slammer/ultra-sun-ultra-moon/es-419,flavor_text(z-split),"Emplea el Poder Z para lanzar un rayo de hielo que
baja la temperatura de golpe y congela al objetivo.
Su potencia depende de la del movimiento original.",Dummy data,"Emplea el Poder Z para lanzar un rayo de hielo que
baja la temperatura de golpe y congela al objetivo.
Su potencia depende de la del movimiento original."
subzero-slammer/lets-go-pikachu-lets-go-eevee/ja-hrkt,flavor_text(z-split),"Ｚパワーで　きおんを　きゅうげきに　さげ
ぜんりょくで　あいてを　こおらせる。
もとになった　わざで　いりょくが　かわる。",ダミーデータ,"Ｚパワーで　きおんを　きゅうげきに　さげ
ぜんりょくで　あいてを　こおらせる。
もとになった　わざで　いりょくが　かわる。"
subzero-slammer/lets-go-pikachu-lets-go-eevee/ko,flavor_text(z-split),"Z파워로 기온을 급격하게 떨어뜨려
전력으로 상대를 얼린다.
원래 기술에 따라 위력이 변한다.",Dummy Data,"Z파워로 기온을 급격하게 떨어뜨려
전력으로 상대를 얼린다.
원래 기술에 따라 위력이 변한다."
subzero-slammer/lets-go-pikachu-lets-go-eevee/zh-hant,flavor_text(z-split),"透過Ｚ力量急遽降低氣溫，
全力冰凍對手。
威力會隨原本的招式而改變。",ダミーデータ,"透過Ｚ力量急遽降低氣溫，
全力冰凍對手。
威力會隨原本的招式而改變。"
subzero-slammer/lets-go-pikachu-lets-go-eevee/fr,flavor_text(z-split),"Le Pokémon utilise la Force Z pour baisser la température
brutalement et congeler l’adversaire. La puissance varie
selon celle de la capacité originale.",Dummy,"Le Pokémon utilise la Force Z pour baisser la température
brutalement et congeler l’adversaire. La puissance varie
selon celle de la capacité originale."
subzero-slammer/lets-go-pikachu-lets-go-eevee/de,flavor_text(z-split),"Der Anwender senkt mit Z-Kraft die Temperatur
drastisch und lässt das Ziel einfrieren. Die Stärke
variiert je nach zugrunde liegender Attacke.",Dummy data,"Der Anwender senkt mit Z-Kraft die Temperatur
drastisch und lässt das Ziel einfrieren. Die Stärke
variiert je nach zugrunde liegender Attacke."
subzero-slammer/lets-go-pikachu-lets-go-eevee/es,flavor_text(z-split),"Emplea el Poder Z para lanzar un rayo de hielo que
baja la temperatura de golpe y congela al objetivo.
Su potencia depende de la del movimiento original.",Dummy data,"Emplea el Poder Z para lanzar un rayo de hielo que
baja la temperatura de golpe y congela al objetivo.
Su potencia depende de la del movimiento original."
subzero-slammer/lets-go-pikachu-lets-go-eevee/it,flavor_text(z-split),"Chi la usa sfrutta il Potere Z per far calare di colpo
la temperatura e congelare il bersaglio. La potenza
varia a seconda della mossa su cui si basa.",Dummy Data,"Chi la usa sfrutta il Potere Z per far calare di colpo
la temperatura e congelare il bersaglio. La potenza
varia a seconda della mossa su cui si basa."
subzero-slammer/lets-go-pikachu-lets-go-eevee/en,flavor_text(z-split),"The user dramatically drops the temperature using
its Z-Power and freezes the target with full force.
The power varies, depending on the original move.",Dummy Data,"The user dramatically drops the temperature using
its Z-Power and freezes the target with full force.
The power varies, depending on the original move."
subzero-slammer/lets-go-pikachu-lets-go-eevee/ja,flavor_text(z-split),"Ｚパワーで　気温を　急激に　下げ
全力で　相手を　凍らせる。
元になった　技で　威力が　変わる。",ダミーデータ,"Ｚパワーで　気温を　急激に　下げ
全力で　相手を　凍らせる。
元になった　技で　威力が　変わる。"
subzero-slammer/lets-go-pikachu-lets-go-eevee/zh-hans,flavor_text(z-split),"通过Ｚ力量急剧降低气温，
全力冰冻对手。
威力会根据原来的招式而改变。",ダミーデータ,"通过Ｚ力量急剧降低气温，
全力冰冻对手。
威力会根据原来的招式而改变。"
subzero-slammer/lets-go-pikachu-lets-go-eevee/es-419,flavor_text(z-split),"Emplea el Poder Z para lanzar un rayo de hielo que
baja la temperatura de golpe y congela al objetivo.
Su potencia depende de la del movimiento original.",Dummy data,"Emplea el Poder Z para lanzar un rayo de hielo que
baja la temperatura de golpe y congela al objetivo.
Su potencia depende de la del movimiento original."
devastating-drake/sun-moon/ja-hrkt,flavor_text(z-split),"Ｚパワーで　オーラを　じったいかし
ぜんりょくで　あいてに　おそいかかる。
もとになった　わざで　いりょくが　かわる。",ダミーデータ,"Ｚパワーで　オーラを　じったいかし
ぜんりょくで　あいてに　おそいかかる。
もとになった　わざで　いりょくが　かわる。"
devastating-drake/sun-moon/ko,flavor_text(z-split),"Z파워로 오라를 실체화시켜
전력으로 상대를 공격한다.
원래 기술에 따라 위력이 변한다.",Dummy Data,"Z파워로 오라를 실체화시켜
전력으로 상대를 공격한다.
원래 기술에 따라 위력이 변한다."
devastating-drake/sun-moon/zh-hant,flavor_text(z-split),"透過Ｚ力量將氣場實體化，
向對手全力發動襲擊。
威力會隨原本的招式而改變。",ダミーデータ,"透過Ｚ力量將氣場實體化，
向對手全力發動襲擊。
威力會隨原本的招式而改變。"
devastating-drake/sun-moon/fr,flavor_text(z-split),"Le Pokémon utilise la Force Z pour matérialiser
son aura et assaillir l’adversaire. La puissance varie
selon celle de la capacité originale.",Dummy,"Le Pokémon utilise la Force Z pour matérialiser
son aura et assaillir l’adversaire. La puissance varie
selon celle de la capacité originale."
devastating-drake/sun-moon/de,flavor_text(z-split),"Der Anwender materialisiert durch Z-Kraft seine
Aura und greift damit das Ziel an. Die Stärke variiert
je nach zugrunde liegender Attacke.",Dummy data,"Der Anwender materialisiert durch Z-Kraft seine
Aura und greift damit das Ziel an. Die Stärke variiert
je nach zugrunde liegender Attacke."
devastating-drake/sun-moon/es,flavor_text(z-split),"El usuario emplea el Poder Z para materializar su
aura y golpear al objetivo. Su potencia depende de
la del movimiento original.",Dummy data,"El usuario emplea el Poder Z para materializar su
aura y golpear al objetivo. Su potencia depende de
la del movimiento original."
devastating-drake/sun-moon/it,flavor_text(z-split),"Grazie al Potere Z, chi la usa materializza la propria
aura per colpire con forza il nemico. La potenza
varia a seconda della mossa su cui si basa.",Dummy Data,"Grazie al Potere Z, chi la usa materializza la propria
aura per colpire con forza il nemico. La potenza
varia a seconda della mossa su cui si basa."
devastating-drake/sun-moon/en,flavor_text(z-split),"The user materializes its aura using its Z-Power and
attacks the target with full force. The power varies,
depending on the original move.",Dummy Data,"The user materializes its aura using its Z-Power and
attacks the target with full force. The power varies,
depending on the original move."
devastating-drake/sun-moon/ja,flavor_text(z-split),"Ｚパワーで　オーラを　実体化し
全力で　相手に　襲いかかる。
元になった　技で　威力が　変わる。",ダミーデータ,"Ｚパワーで　オーラを　実体化し
全力で　相手に　襲いかかる。
元になった　技で　威力が　変わる。"
devastating-drake/sun-moon/zh-hans,flavor_text(z-split),"通过Ｚ力量将气场实体化，
向对手全力发动袭击。
威力会根据原来的招式而改变。",ダミーデータ,"通过Ｚ力量将气场实体化，
向对手全力发动袭击。
威力会根据原来的招式而改变。"
devastating-drake/sun-moon/es-419,flavor_text(z-split),"El usuario emplea el Poder Z para materializar su
aura y golpear al objetivo. Su potencia depende de
la del movimiento original.",Dummy data,"El usuario emplea el Poder Z para materializar su
aura y golpear al objetivo. Su potencia depende de
la del movimiento original."
devastating-drake/ultra-sun-ultra-moon/ja-hrkt,flavor_text(z-split),"Ｚパワーで　オーラを　じったいかし
ぜんりょくで　あいてに　おそいかかる。
もとになった　わざで　いりょくが　かわる。",ダミーデータ,"Ｚパワーで　オーラを　じったいかし
ぜんりょくで　あいてに　おそいかかる。
もとになった　わざで　いりょくが　かわる。"
devastating-drake/ultra-sun-ultra-moon/ko,flavor_text(z-split),"Z파워로 오라를 실체화시켜
전력으로 상대를 공격한다.
원래 기술에 따라 위력이 변한다.",Dummy Data,"Z파워로 오라를 실체화시켜
전력으로 상대를 공격한다.
원래 기술에 따라 위력이 변한다."
devastating-drake/ultra-sun-ultra-moon/zh-hant,flavor_text(z-split),"透過Ｚ力量將氣場實體化，
向對手全力發動襲擊。
威力會隨原本的招式而改變。",ダミーデータ,"透過Ｚ力量將氣場實體化，
向對手全力發動襲擊。
威力會隨原本的招式而改變。"
devastating-drake/ultra-sun-ultra-moon/fr,flavor_text(z-split),"Le Pokémon utilise la Force Z pour matérialiser
son aura et assaillir l’adversaire. La puissance varie
selon celle de la capacité originale.",Dummy,"Le Pokémon utilise la Force Z pour matérialiser
son aura et assaillir l’adversaire. La puissance varie
selon celle de la capacité originale."
devastating-drake/ultra-sun-ultra-moon/de,flavor_text(z-split),"Der Anwender materialisiert durch Z-Kraft seine
Aura und greift damit das Ziel an. Die Stärke variiert
je nach zugrunde liegender Attacke.",Dummy data,"Der Anwender materialisiert durch Z-Kraft seine
Aura und greift damit das Ziel an. Die Stärke variiert
je nach zugrunde liegender Attacke."
devastating-drake/ultra-sun-ultra-moon/es,flavor_text(z-split),"El usuario emplea el Poder Z para materializar su
aura y golpear al objetivo. Su potencia depende de
la del movimiento original.",Dummy data,"El usuario emplea el Poder Z para materializar su
aura y golpear al objetivo. Su potencia depende de
la del movimiento original."
devastating-drake/ultra-sun-ultra-moon/it,flavor_text(z-split),"Grazie al Potere Z, chi la usa materializza la propria
aura per colpire con forza il nemico. La potenza
varia a seconda della mossa su cui si basa.",Dummy Data,"Grazie al Potere Z, chi la usa materializza la propria
aura per colpire con forza il nemico. La potenza
varia a seconda della mossa su cui si basa."
devastating-drake/ultra-sun-ultra-moon/en,flavor_text(z-split),"The user materializes its aura using its Z-Power and
attacks the target with full force. The power varies,
depending on the original move.",Dummy Data,"The user materializes its aura using its Z-Power and
attacks the target with full force. The power varies,
depending on the original move."
devastating-drake/ultra-sun-ultra-moon/ja,flavor_text(z-split),"Ｚパワーで　オーラを　実体化し
全力で　相手に　襲いかかる。
元になった　技で　威力が　変わる。",ダミーデータ,"Ｚパワーで　オーラを　実体化し
全力で　相手に　襲いかかる。
元になった　技で　威力が　変わる。"
devastating-drake/ultra-sun-ultra-moon/zh-hans,flavor_text(z-split),"通过Ｚ力量将气场实体化，
向对手全力发动袭击。
威力会根据原来的招式而改变。",ダミーデータ,"通过Ｚ力量将气场实体化，
向对手全力发动袭击。
威力会根据原来的招式而改变。"
devastating-drake/ultra-sun-ultra-moon/es-419,flavor_text(z-split),"El usuario emplea el Poder Z para materializar su
aura y golpear al objetivo. Su potencia depende de
la del movimiento original.",Dummy data,"El usuario emplea el Poder Z para materializar su
aura y golpear al objetivo. Su potencia depende de
la del movimiento original."
devastating-drake/lets-go-pikachu-lets-go-eevee/ja-hrkt,flavor_text(z-split),"Ｚパワーで　オーラを　じったいかし
ぜんりょくで　あいてに　おそいかかる。
もとになった　わざで　いりょくが　かわる。",ダミーデータ,"Ｚパワーで　オーラを　じったいかし
ぜんりょくで　あいてに　おそいかかる。
もとになった　わざで　いりょくが　かわる。"
devastating-drake/lets-go-pikachu-lets-go-eevee/ko,flavor_text(z-split),"Z파워로 오라를 실체화시켜
전력으로 상대를 공격한다.
원래 기술에 따라 위력이 변한다.",Dummy Data,"Z파워로 오라를 실체화시켜
전력으로 상대를 공격한다.
원래 기술에 따라 위력이 변한다."
devastating-drake/lets-go-pikachu-lets-go-eevee/zh-hant,flavor_text(z-split),"透過Ｚ力量將氣場實體化，
向對手全力發動襲擊。
威力會隨原本的招式而改變。",ダミーデータ,"透過Ｚ力量將氣場實體化，
向對手全力發動襲擊。
威力會隨原本的招式而改變。"
devastating-drake/lets-go-pikachu-lets-go-eevee/fr,flavor_text(z-split),"Le Pokémon utilise la Force Z pour matérialiser son aura
et assaillir l’adversaire. La puissance varie selon celle
de la capacité originale.",Dummy,"Le Pokémon utilise la Force Z pour matérialiser son aura
et assaillir l’adversaire. La puissance varie selon celle
de la capacité originale."
devastating-drake/lets-go-pikachu-lets-go-eevee/de,flavor_text(z-split),"Der Anwender materialisiert durch Z-Kraft seine
Aura und greift damit das Ziel an. Die Stärke variiert
je nach zugrunde liegender Attacke.",Dummy data,"Der Anwender materialisiert durch Z-Kraft seine
Aura und greift damit das Ziel an. Die Stärke variiert
je nach zugrunde liegender Attacke."
devastating-drake/lets-go-pikachu-lets-go-eevee/es,flavor_text(z-split),"El usuario emplea el Poder Z para materializar su
aura y golpear al objetivo. Su potencia depende de
la del movimiento original.",Dummy data,"El usuario emplea el Poder Z para materializar su
aura y golpear al objetivo. Su potencia depende de
la del movimiento original."
devastating-drake/lets-go-pikachu-lets-go-eevee/it,flavor_text(z-split),"Grazie al Potere Z, chi la usa materializza la propria
aura per colpire con forza il nemico. La potenza
varia a seconda della mossa su cui si basa.",Dummy Data,"Grazie al Potere Z, chi la usa materializza la propria
aura per colpire con forza il nemico. La potenza
varia a seconda della mossa su cui si basa."
devastating-drake/lets-go-pikachu-lets-go-eevee/en,flavor_text(z-split),"The user materializes its aura using its Z-Power and
attacks the target with full force. The power varies,
depending on the original move.",Dummy Data,"The user materializes its aura using its Z-Power and
attacks the target with full force. The power varies,
depending on the original move."
devastating-drake/lets-go-pikachu-lets-go-eevee/ja,flavor_text(z-split),"Ｚパワーで　オーラを　実体化し
全力で　相手に　襲いかかる。
元になった　技で　威力が　変わる。",ダミーデータ,"Ｚパワーで　オーラを　実体化し
全力で　相手に　襲いかかる。
元になった　技で　威力が　変わる。"
devastating-drake/lets-go-pikachu-lets-go-eevee/zh-hans,flavor_text(z-split),"通过Ｚ力量将气场实体化，
向对手全力发动袭击。
威力会根据原来的招式而改变。",ダミーデータ,"通过Ｚ力量将气场实体化，
向对手全力发动袭击。
威力会根据原来的招式而改变。"
devastating-drake/lets-go-pikachu-lets-go-eevee/es-419,flavor_text(z-split),"El usuario emplea el Poder Z para materializar su
aura y golpear al objetivo. Su potencia depende de
la del movimiento original.",Dummy data,"El usuario emplea el Poder Z para materializar su
aura y golpear al objetivo. Su potencia depende de
la del movimiento original."
black-hole-eclipse/sun-moon/ja-hrkt,flavor_text(z-split),"Ｚパワーで　あくの　エネルギーを　あつめ
ぜんりょくで　あいてを　すいよせる。
もとになった　わざで　いりょくが　かわる。",ダミーデータ,"Ｚパワーで　あくの　エネルギーを　あつめ
ぜんりょくで　あいてを　すいよせる。
もとになった　わざで　いりょくが　かわる。"
black-hole-eclipse/sun-moon/ko,flavor_text(z-split),"Z파워로 어둠의 에너지를 모아
전력으로 상대를 끌어당긴다.
원래 기술에 따라 위력이 변한다.",Dummy Data,"Z파워로 어둠의 에너지를 모아
전력으로 상대를 끌어당긴다.
원래 기술에 따라 위력이 변한다."
black-hole-eclipse/sun-moon/zh-hant,flavor_text(z-split),"透過Ｚ力量收集惡能量，
全力將對手吸入。
威力會隨原本的招式而改變。",ダミーデータ,"透過Ｚ力量收集惡能量，
全力將對手吸入。
威力會隨原本的招式而改變。"
black-hole-eclipse/sun-moon/fr,flavor_text(z-split),"Le Pokémon utilise la Force Z pour rassembler
l’énergie négative et y aspirer l’adversaire. La
puissance varie selon celle de la capacité originale.",Dummy,"Le Pokémon utilise la Force Z pour rassembler
l’énergie négative et y aspirer l’adversaire. La
puissance varie selon celle de la capacité originale."
black-hole-eclipse/sun-moon/de,flavor_text(z-split),"Der Anwender sammelt mit Z-Kraft dunkle Energie
an, die das Ziel verschlingt. Die Stärke variiert je
nach zugrunde liegender Attacke.",Dummy data,"Der Anwender sammelt mit Z-Kraft dunkle Energie
an, die das Ziel verschlingt. Die Stärke variiert je
nach zugrunde liegender Attacke."
black-hole-eclipse/sun-moon/es,flavor_text(z-split),"El usuario emplea el Poder Z para generar un agujero
negro que absorbe al objetivo. Su potencia depende
de la del movimiento original.",Dummy data,"El usuario emplea el Poder Z para generar un agujero
negro que absorbe al objetivo. Su potencia depende
de la del movimiento original."
black-hole-eclipse/sun-moon/it,flavor_text(z-split),"Chi la usa si serve del Potere Z per concentrare
energia negativa con cui inghiotte il bersaglio. La
potenza varia a seconda della mossa su cui si basa.",Dummy Data,"Chi la usa si serve del Potere Z per concentrare
energia negativa con cui inghiotte il bersaglio. La
potenza varia a seconda della mossa su cui si basa."
black-hole-eclipse/sun-moon/en,flavor_text(z-split),"The user gathers dark energy using its Z-Power
and sucks the target into it. The power varies,
depending on the original move.",Dummy Data,"The user gathers dark energy using its Z-Power
and sucks the target into it. The power varies,
depending on the original move."
black-hole-eclipse/sun-moon/ja,flavor_text(z-split),"Ｚパワーで　悪の　エネルギーを　集め
全力で　相手を　吸いよせる。
元になった　技で　威力が　変わる。",ダミーデータ,"Ｚパワーで　悪の　エネルギーを　集め
全力で　相手を　吸いよせる。
元になった　技で　威力が　変わる。"
black-hole-eclipse/sun-moon/zh-hans,flavor_text(z-split),"通过Ｚ力量收集恶能量，
全力将对手吸入。
威力会根据原来的招式而改变。",ダミーデータ,"通过Ｚ力量收集恶能量，
全力将对手吸入。
威力会根据原来的招式而改变。"
black-hole-eclipse/sun-moon/es-419,flavor_text(z-split),"El usuario emplea el Poder Z para generar un agujero
negro que absorbe al objetivo. Su potencia depende
de la del movimiento original.",Dummy data,"El usuario emplea el Poder Z para generar un agujero
negro que absorbe al objetivo. Su potencia depende
de la del movimiento original."
black-hole-eclipse/ultra-sun-ultra-moon/ja-hrkt,flavor_text(z-split),"Ｚパワーで　あくの　エネルギーを　あつめ
ぜんりょくで　あいてを　すいよせる。
もとになった　わざで　いりょくが　かわる。",ダミーデータ,"Ｚパワーで　あくの　エネルギーを　あつめ
ぜんりょくで　あいてを　すいよせる。
もとになった　わざで　いりょくが　かわる。"
black-hole-eclipse/ultra-sun-ultra-moon/ko,flavor_text(z-split),"Z파워로 어둠의 에너지를 모아
전력으로 상대를 끌어당긴다.
원래 기술에 따라 위력이 변한다.",Dummy Data,"Z파워로 어둠의 에너지를 모아
전력으로 상대를 끌어당긴다.
원래 기술에 따라 위력이 변한다."
black-hole-eclipse/ultra-sun-ultra-moon/zh-hant,flavor_text(z-split),"透過Ｚ力量收集惡能量，
全力將對手吸入。
威力會隨原本的招式而改變。",ダミーデータ,"透過Ｚ力量收集惡能量，
全力將對手吸入。
威力會隨原本的招式而改變。"
black-hole-eclipse/ultra-sun-ultra-moon/fr,flavor_text(z-split),"Le Pokémon utilise la Force Z pour rassembler
l’énergie négative et y aspirer l’adversaire. La
puissance varie selon celle de la capacité originale.",Dummy,"Le Pokémon utilise la Force Z pour rassembler
l’énergie négative et y aspirer l’adversaire. La
puissance varie selon celle de la capacité originale."
black-hole-eclipse/ultra-sun-ultra-moon/de,flavor_text(z-split),"Der Anwender sammelt mit Z-Kraft dunkle Energie
an, die das Ziel verschlingt. Die Stärke variiert je
nach zugrunde liegender Attacke.",Dummy data,"Der Anwender sammelt mit Z-Kraft dunkle Energie
an, die das Ziel verschlingt. Die Stärke variiert je
nach zugrunde liegender Attacke."
black-hole-eclipse/ultra-sun-ultra-moon/es,flavor_text(z-split),"El usuario emplea el Poder Z para generar un agujero
negro que absorbe al objetivo. Su potencia depende
de la del movimiento original.",Dummy data,"El usuario emplea el Poder Z para generar un agujero
negro que absorbe al objetivo. Su potencia depende
de la del movimiento original."
black-hole-eclipse/ultra-sun-ultra-moon/it,flavor_text(z-split),"Chi la usa si serve del Potere Z per concentrare
energia negativa con cui inghiotte il bersaglio. La
potenza varia a seconda della mossa su cui si basa.",Dummy Data,"Chi la usa si serve del Potere Z per concentrare
energia negativa con cui inghiotte il bersaglio. La
potenza varia a seconda della mossa su cui si basa."
black-hole-eclipse/ultra-sun-ultra-moon/en,flavor_text(z-split),"The user gathers dark energy using its Z-Power
and sucks the target into it. The power varies,
depending on the original move.",Dummy Data,"The user gathers dark energy using its Z-Power
and sucks the target into it. The power varies,
depending on the original move."
black-hole-eclipse/ultra-sun-ultra-moon/ja,flavor_text(z-split),"Ｚパワーで　悪の　エネルギーを　集め
全力で　相手を　吸いよせる。
元になった　技で　威力が　変わる。",ダミーデータ,"Ｚパワーで　悪の　エネルギーを　集め
全力で　相手を　吸いよせる。
元になった　技で　威力が　変わる。"
black-hole-eclipse/ultra-sun-ultra-moon/zh-hans,flavor_text(z-split),"通过Ｚ力量收集恶能量，
全力将对手吸入。
威力会根据原来的招式而改变。",ダミーデータ,"通过Ｚ力量收集恶能量，
全力将对手吸入。
威力会根据原来的招式而改变。"
black-hole-eclipse/ultra-sun-ultra-moon/es-419,flavor_text(z-split),"El usuario emplea el Poder Z para generar un agujero
negro que absorbe al objetivo. Su potencia depende
de la del movimiento original.",Dummy data,"El usuario emplea el Poder Z para generar un agujero
negro que absorbe al objetivo. Su potencia depende
de la del movimiento original."
black-hole-eclipse/lets-go-pikachu-lets-go-eevee/ja-hrkt,flavor_text(z-split),"Ｚパワーで　あくの　エネルギーを　あつめ
ぜんりょくで　あいてを　すいよせる。
もとになった　わざで　いりょくが　かわる。",ダミーデータ,"Ｚパワーで　あくの　エネルギーを　あつめ
ぜんりょくで　あいてを　すいよせる。
もとになった　わざで　いりょくが　かわる。"
black-hole-eclipse/lets-go-pikachu-lets-go-eevee/ko,flavor_text(z-split),"Z파워로 어둠의 에너지를 모아
전력으로 상대를 끌어당긴다.
원래 기술에 따라 위력이 변한다.",Dummy Data,"Z파워로 어둠의 에너지를 모아
전력으로 상대를 끌어당긴다.
원래 기술에 따라 위력이 변한다."
black-hole-eclipse/lets-go-pikachu-lets-go-eevee/zh-hant,flavor_text(z-split),"透過Ｚ力量收集惡能量，
全力將對手吸入。
威力會隨原本的招式而改變。",ダミーデータ,"透過Ｚ力量收集惡能量，
全力將對手吸入。
威力會隨原本的招式而改變。"
black-hole-eclipse/lets-go-pikachu-lets-go-eevee/fr,flavor_text(z-split),"Le Pokémon utilise la Force Z pour rassembler l’énergie
négative et y aspirer l’adversaire. La puissance varie selon
celle de la capacité originale.",Dummy,"Le Pokémon utilise la Force Z pour rassembler l’énergie
négative et y aspirer l’adversaire. La puissance varie selon
celle de la capacité originale."
black-hole-eclipse/lets-go-pikachu-lets-go-eevee/de,flavor_text(z-split),"Der Anwender sammelt mit Z-Kraft dunkle Energie
an, die das Ziel verschlingt. Die Stärke variiert je
nach zugrunde liegender Attacke.",Dummy data,"Der Anwender sammelt mit Z-Kraft dunkle Energie
an, die das Ziel verschlingt. Die Stärke variiert je
nach zugrunde liegender Attacke."
black-hole-eclipse/lets-go-pikachu-lets-go-eevee/es,flavor_text(z-split),"El usuario emplea el Poder Z para generar un agujero
negro que absorbe al objetivo. Su potencia depende
de la del movimiento original.",Dummy data,"El usuario emplea el Poder Z para generar un agujero
negro que absorbe al objetivo. Su potencia depende
de la del movimiento original."
black-hole-eclipse/lets-go-pikachu-lets-go-eevee/it,flavor_text(z-split),"Chi la usa si serve del Potere Z per concentrare
energia negativa con cui inghiotte il bersaglio. La
potenza varia a seconda della mossa su cui si basa.",Dummy Data,"Chi la usa si serve del Potere Z per concentrare
energia negativa con cui inghiotte il bersaglio. La
potenza varia a seconda della mossa su cui si basa."
black-hole-eclipse/lets-go-pikachu-lets-go-eevee/en,flavor_text(z-split),"The user gathers dark energy using its Z-Power
and sucks the target into it. The power varies,
depending on the original move.",Dummy Data,"The user gathers dark energy using its Z-Power
and sucks the target into it. The power varies,
depending on the original move."
black-hole-eclipse/lets-go-pikachu-lets-go-eevee/ja,flavor_text(z-split),"Ｚパワーで　悪の　エネルギーを　集め
全力で　相手を　吸いよせる。
元になった　技で　威力が　変わる。",ダミーデータ,"Ｚパワーで　悪の　エネルギーを　集め
全力で　相手を　吸いよせる。
元になった　技で　威力が　変わる。"
black-hole-eclipse/lets-go-pikachu-lets-go-eevee/zh-hans,flavor_text(z-split),"通过Ｚ力量收集恶能量，
全力将对手吸入。
威力会根据原来的招式而改变。",ダミーデータ,"通过Ｚ力量收集恶能量，
全力将对手吸入。
威力会根据原来的招式而改变。"
black-hole-eclipse/lets-go-pikachu-lets-go-eevee/es-419,flavor_text(z-split),"El usuario emplea el Poder Z para generar un agujero
negro que absorbe al objetivo. Su potencia depende
de la del movimiento original.",Dummy data,"El usuario emplea el Poder Z para generar un agujero
negro que absorbe al objetivo. Su potencia depende
de la del movimiento original."
twinkle-tackle/sun-moon/ja-hrkt,flavor_text(z-split),"Ｚパワーで　みわくの　くうかんを　つくり
ぜんりょくで　あいてを　もてあそぶ。
もとになった　わざで　いりょくが　かわる。",ダミーデータ,"Ｚパワーで　みわくの　くうかんを　つくり
ぜんりょくで　あいてを　もてあそぶ。
もとになった　わざで　いりょくが　かわる。"
twinkle-tackle/sun-moon/ko,flavor_text(z-split),"Z파워로 매혹의 공간을 만들어
전력으로 상대를 가지고 논다.
원래 기술에 따라 위력이 변한다.",Dummy Data,"Z파워로 매혹의 공간을 만들어
전력으로 상대를 가지고 논다.
원래 기술에 따라 위력이 변한다."
